ID;System;Conc (mol/L);T (K);PCO2 (kPa);aCO2 (mol CO2/mol amine);Reference;DOI
2607;EMAB;1;313.15;101.3;0.993;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2608;EMAB;1;333.15;2;0.628;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2609;EMAB;1;333.15;8.1;0.757;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2610;EMAB;1;333.15;15.2;0.86;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2611;EMAB;1;333.15;30.4;0.882;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2612;EMAB;1;333.15;60.8;0.944;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2613;EMAB;1;333.15;101.3;0.961;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2614;EMAB;2;298.15;2;0.764;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2615;EMAB;2;298.15;8.1;0.88;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2616;EMAB;2;298.15;15.2;0.895;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2617;EMAB;2;298.15;30.4;0.96;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2618;EMAB;2;298.15;60.8;0.971;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2619;EMAB;2;298.15;101.3;0.993;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2620;EMAB;2;313.15;2;0.556;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2621;EMAB;2;313.15;8.1;0.751;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2622;EMAB;2;313.15;15.2;0.836;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2623;EMAB;2;313.15;30.4;0.919;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2624;EMAB;2;313.15;60.8;0.946;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2625;EMAB;2;313.15;101.3;0.955;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2626;EMAB;2;333.15;2;0.215;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2627;EMAB;2;333.15;8.1;0.502;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2628;EMAB;2;333.15;15.2;0.64;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2629;EMAB;2;333.15;30.4;0.743;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2630;EMAB;2;333.15;60.8;0.832;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2631;EMAB;2;333.15;101.3;0.87;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2632;EMAB;3;298.15;2;0.628;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2633;EMAB;3;298.15;8.1;0.757;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2634;EMAB;3;298.15;15.2;0.86;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2635;EMAB;3;298.15;30.4;0.882;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2636;EMAB;3;298.15;60.8;0.944;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2637;EMAB;3;298.15;101.3;0.961;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2638;EMAB;3;313.15;2;0.42;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2639;EMAB;3;313.15;8.1;0.55;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2640;EMAB;3;313.15;15.2;0.756;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2641;EMAB;3;313.15;30.4;0.82;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2642;EMAB;3;313.15;60.8;0.886;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2643;EMAB;3;313.15;101.3;0.919;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2644;EMAB;3;333.15;2;0.127;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2645;EMAB;3;333.15;8.1;0.329;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2646;EMAB;3;333.15;15.2;0.416;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2647;EMAB;3;333.15;30.4;0.539;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2648;EMAB;3;333.15;60.8;0.673;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2649;EMAB;3;333.15;101.3;0.801;Li et al (2020);https://doi.org/10.1016/j.ces.2020.115557
2650;4DMA2B;2;298.15;2.953;0.821;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2651;4DMA2B;2;298.15;7.725;0.883;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2652;4DMA2B;2;298.15;14.323;0.903;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2653;4DMA2B;2;298.15;27.376;0.921;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2654;4DMA2B;2;298.15;90.374;0.986;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2655;4DMA2B;2;313.15;2.896;0.669;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2656;4DMA2B;2;313.15;7.754;0.793;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2657;4DMA2B;2;313.15;14.139;0.883;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2658;4DMA2B;2;313.15;28.354;0.902;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2659;4DMA2B;2;313.15;94.104;0.933;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2660;4DMA2B;2;333.15;2.969;0.32;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2661;4DMA2B;2;333.15;7.618;0.421;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2662;4DMA2B;2;333.15;14.069;0.531;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2663;4DMA2B;2;333.15;28.516;0.601;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2664;4DMA2B;2;333.15;92.562;0.712;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2665;4DMA2B;2;353.15;2.915;0.203;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2666;4DMA2B;2;353.15;7.619;0.321;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2667;4DMA2B;2;353.15;14.221;0.363;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2668;4DMA2B;2;353.15;28.215;0.493;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2669;4DMA2B;2;353.15;89.394;0.651;Singto et al (2016);https://doi.org/10.1016/j.seppur.2016.05.002
2670;AEPD;0.8;313.15;21.908;0.631;Rayer et al (2014);https://doi.org/10.4155/cmt.12.47
2671;AEPD;0.8;313.15;44.288;0.783;Rayer et al (2014);https://doi.org/10.4155/cmt.12.47
2672;AEPD;0.8;313.15;96.542;0.95;Rayer et al (2014);https://doi.org/10.4155/cmt.12.47
2673;AEPD;0.8;313.15;205.223;1.026;Rayer et al (2014);https://doi.org/10.4155/cmt.12.47
2674;AEPD;0.8;313.15;494.679;1.09;Rayer et al (2014);https://doi.org/10.4155/cmt.12.47
2675;EAE;1.7;313.15;0.06;0.258;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2676;EAE;1.7;313.15;0.19;0.356;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2677;EAE;1.7;313.15;2.94;0.632;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2678;EAE;1.7;313.15;6.24;0.73;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2679;EAE;1.7;313.15;12.37;0.811;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2680;EAE;1.7;313.15;26.12;0.896;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2681;EAE;1.7;313.15;51.66;0.964;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2682;EAE;1.7;313.15;146.24;1.044;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2683;EAE;1.7;313.15;197.95;1.063;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2684;EAE;3.4;313.15;0.04;0.184;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2685;EAE;3.4;313.15;0.17;0.304;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2686;EAE;3.4;313.15;4.74;0.589;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2687;EAE;3.4;313.15;7.21;0.636;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2688;EAE;3.4;313.15;13.42;0.704;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2689;EAE;3.4;313.15;19.98;0.746;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2690;EAE;3.4;313.15;34.36;0.806;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2691;EAE;3.4;313.15;52.85;0.852;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2692;EAE;3.4;313.15;92.57;0.908;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2693;EAE;1.7;353.15;1.64;0.211;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2694;EAE;1.7;353.15;3.49;0.307;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2695;EAE;1.7;353.15;6.45;0.398;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2696;EAE;1.7;353.15;15.04;0.514;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2697;EAE;1.7;353.15;27.19;0.594;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2698;EAE;1.7;353.15;46.96;0.668;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2699;EAE;1.7;353.15;90.81;0.757;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2700;EAE;1.7;353.15;153.16;0.822;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2701;EAE;3.4;353.15;1.51;0.164;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2702;EAE;3.4;353.15;2.64;0.227;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2703;EAE;3.4;353.15;4.2;0.29;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2704;EAE;3.4;353.15;6.28;0.343;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2705;EAE;3.4;353.15;11.58;0.411;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2706;EAE;3.4;353.15;17.9;0.46;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2707;EAE;3.4;353.15;32.7;0.526;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2708;EAE;3.4;353.15;54.7;0.582;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2709;EAE;3.4;353.15;120.5;0.67;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2710;EAE;1.7;393.15;4.84;0.123;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2711;EAE;1.7;393.15;13.69;0.212;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2712;EAE;1.7;393.15;31.71;0.302;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2713;EAE;1.7;393.15;72.98;0.418;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2714;EAE;1.7;393.15;103.2;0.477;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2715;EAE;1.7;393.15;141.48;0.534;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2716;EAE;1.7;393.15;200.6;0.595;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2717;EAE;1.7;393.15;251.63;0.638;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2718;EAE;3.4;393.15;3.37;0.062;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2719;EAE;3.4;393.15;10.15;0.113;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2720;EAE;3.4;393.15;18.75;0.166;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2721;EAE;3.4;393.15;27.32;0.211;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2722;EAE;3.4;393.15;45.03;0.274;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2723;EAE;3.4;393.15;61.53;0.316;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2724;EAE;3.4;393.15;80.48;0.347;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2725;EAE;3.4;393.15;105.39;0.382;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2726;EAE;3.4;393.15;152.6;0.439;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2727;EAE;3.4;393.15;194.55;0.468;Hwang et al (2017);https://doi.org/10.1021/acs.jced.7b00364
2728;BA;2;333.15;14.57;0.55;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
2729;BA;2;333.15;29.64;0.57;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
2730;BA;2;333.15;99.84;0.72;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
2731;BA;2;323.15;14.09;0.63;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
2732;BA;2;323.15;29.39;0.67;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
2733;BA;2;323.15;99.35;0.74;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
2734;BA;2;313.15;14.57;0.66;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
2735;BA;2;313.15;29.64;0.74;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
2736;BA;2;313.15;100.08;0.82;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
2737;AEPD;0.8;313.15;21.3;0.632;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2738;AEPD;0.8;313.15;44.6;0.779;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2739;AEPD;0.8;313.15;99.6;0.947;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2740;AEPD;0.8;313.15;205.8;1.026;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2741;AEPD;0.8;313.15;496.7;1.088;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2742;AEPD;0.8;313.15;1167.6;1.206;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2743;AEPD;0.8;313.15;1927.4;1.289;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2744;AEPD;0.8;323.15;40.1;0.664;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2745;AEPD;0.8;323.15;88.6;0.822;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2746;AEPD;0.8;323.15;164.2;0.924;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2747;AEPD;0.8;323.15;334.5;1.005;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2748;AEPD;0.8;323.15;642.7;1.059;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2749;AEPD;0.8;323.15;1136.3;1.148;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2750;AEPD;0.8;323.15;2016.8;1.189;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2751;AEPD;0.8;333.15;1.8;0.179;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2752;AEPD;0.8;333.15;11.9;0.407;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2753;AEPD;0.8;333.15;27.9;0.51;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2754;AEPD;0.8;333.15;61.1;0.638;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2755;AEPD;0.8;333.15;92.6;0.736;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2756;AEPD;0.8;333.15;162.5;0.831;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2757;AEPD;0.8;333.15;324.9;0.912;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2758;AEPD;0.8;333.15;830.9;1.025;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2759;AEPD;0.8;333.15;1623.1;1.108;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2760;AEPD;2.5;333.15;7.7;0.202;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2761;AEPD;2.5;333.15;27.6;0.353;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2762;AEPD;2.5;333.15;65.9;0.48;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2763;AEPD;2.5;333.15;136.6;0.71;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2764;AEPD;2.5;333.15;224.9;0.763;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2765;AEPD;2.5;333.15;545.5;0.866;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2766;AEPD;2.5;333.15;1501.8;0.95;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2767;AEPD;2.5;333.15;1903.8;0.973;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2768;AEPD;2.5;333.15;2849;1.026;Park et al (2002b);https://doi.org/10.1016/S0378-3812(02)00142-5
2769;BZA;0.47;313.15;14.348;0.684;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2770;BZA;0.47;313.15;41.317;0.793;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2771;BZA;0.47;313.15;61.405;0.847;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2772;BZA;0.47;313.15;84.424;0.897;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2773;BZA;0.47;313.15;108.765;0.945;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2774;BZA;0.47;313.15;120.477;0.971;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2775;BZA;0.47;313.15;131.624;0.992;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2776;BZA;0.47;313.15;149.275;1.018;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2777;BZA;0.47;313.15;167.788;1.047;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2778;BZA;0.47;313.15;180.21;1.057;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2779;BZA;0.47;323.15;11.753;0.567;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2780;BZA;0.47;323.15;25.168;0.636;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2781;BZA;0.47;323.15;48.579;0.71;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2782;BZA;0.47;323.15;65.111;0.754;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2783;BZA;0.47;323.15;80.162;0.787;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2784;BZA;0.47;323.15;98.751;0.821;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2785;BZA;0.47;323.15;114.36;0.846;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2786;BZA;0.47;323.15;129.038;0.87;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2787;BZA;0.47;323.15;154.683;0.912;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2788;BZA;0.47;323.15;174.3;0.938;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2789;BZA;0.47;333.15;31.791;0.572;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2790;BZA;0.47;333.15;40.537;0.613;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2791;BZA;0.47;333.15;51.115;0.655;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2792;BZA;0.47;333.15;71.742;0.716;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2793;BZA;0.47;333.15;86.799;0.75;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2794;BZA;0.47;333.15;105.933;0.788;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2795;BZA;0.47;333.15;117.825;0.812;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2796;BZA;0.47;333.15;141.235;0.857;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2797;BZA;0.47;333.15;156.658;0.874;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2798;BZA;0.47;333.15;179.703;0.916;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2799;BZA;0.47;343.15;7.061;0.31;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2800;BZA;0.47;343.15;52.024;0.55;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2801;BZA;0.47;343.15;76.152;0.588;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2802;BZA;0.47;343.15;91.602;0.615;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2803;BZA;0.47;343.15;135.277;0.668;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2804;BZA;0.47;343.15;146.238;0.682;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2805;BZA;0.47;343.15;157.391;0.693;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2806;BZA;0.47;343.15;170.393;0.712;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2807;BZA;0.47;343.15;190.651;0.736;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2808;BZA;0.93;313.15;29.33;0.65;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2809;BZA;0.93;313.15;59.095;0.708;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2810;BZA;0.93;313.15;74.714;0.736;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2811;BZA;0.93;313.15;82.88;0.748;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2812;BZA;0.93;313.15;97.689;0.764;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2813;BZA;0.93;313.15;123.19;0.795;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2814;BZA;0.93;313.15;135.971;0.807;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2815;BZA;0.93;313.15;173.549;0.89;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2816;BZA;0.93;313.15;190.841;0.906;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2817;BZA;0.93;323.15;11.343;0.521;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2818;BZA;0.93;323.15;42.563;0.612;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2819;BZA;0.93;323.15;59.473;0.642;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2820;BZA;0.93;323.15;73.592;0.659;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2821;BZA;0.93;323.15;91.808;0.685;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2822;BZA;0.93;323.15;115.577;0.71;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2823;BZA;0.93;323.15;129.338;0.725;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2824;BZA;0.93;323.15;144.947;0.773;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2825;BZA;0.93;323.15;157.211;0.789;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2826;BZA;0.93;323.15;175.607;0.804;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2827;BZA;0.93;333.15;12.636;0.501;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2828;BZA;0.93;333.15;38.315;0.577;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2829;BZA;0.93;333.15;53.326;0.606;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2830;BZA;0.93;333.15;61.32;0.618;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2831;BZA;0.93;333.15;76.936;0.643;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2832;BZA;0.93;333.15;99.056;0.669;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2833;BZA;0.93;333.15;115.024;0.668;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2834;BZA;0.93;333.15;125.426;0.702;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2835;BZA;0.93;333.15;144.566;0.725;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2836;BZA;0.93;333.15;166.308;0.75;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2837;BZA;0.93;343.15;1.858;0.221;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2838;BZA;0.93;343.15;23.042;0.444;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2839;BZA;0.93;343.15;82.128;0.556;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2840;BZA;0.93;343.15;118.367;0.597;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2841;BZA;0.93;343.15;169.278;0.649;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2842;BZA;1.87;313.15;1.858;0.426;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2843;BZA;1.87;313.15;11.335;0.492;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2844;BZA;1.87;313.15;40.696;0.549;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2845;BZA;1.87;313.15;56.118;0.573;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2846;BZA;1.87;313.15;69.868;0.591;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
2847;BZA;1.87;313.15;93.491;0.633;Mukherjee et al (2017);https://doi.org/10.1016/j.ijggc.2016.11.008
